"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1570.58","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1549.75","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1443.19","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1545.66","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1605.72","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1685.80","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1588.52","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1727.56","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1765.29","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1910.10","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1776.72","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","25 to 54 years","Current dollars","75","units","0","v1063665329","7.3.2.6.2.3","1987.85","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","776.97","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","808.48","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","799.03","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","827.84","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","871.78","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","890.80","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","889.91","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","893.22","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","927.15","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","972.15","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1005.81","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1032.61","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1059.04","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1045.90","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1076.63","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1130.18","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1132.73","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1133.55","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1210.06","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1179.59","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1219.93","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1248.20","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1299.08","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1399.44","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Business, finance and administration occupations [1]","Males","25 to 54 years","Current dollars","75","units","0","v1063665341","7.3.2.7.2.3","1412.19","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","967.55","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","1015.52","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","1072.17","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","1140.49","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","1129.25","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","1163.41","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in business and finance [11]","Males","25 to 54 years","Current dollars","75","units","0","v1063665353","7.3.2.8.2.3","1207.71","","","","2"
